customerID,Network_Type,ARPU,Customer_Segment,Churn_Probability,Recommended_Action
9659-ZTWSM,4G,107.35,High Value,0.25154638585789835,Nurture / No Action
9626-VFRGG,4G,88.5,High Value,0.2513922052014642,Nurture / No Action
2758-RNWXS,4G,89.2,High Value,0.25133285012867407,Nurture / No Action
4010-YLMVT,4G,106.6,High Value,0.2512122704317321,Nurture / No Action
1976-AZZPJ,3G,34.2,Low Value,0.25103463988481395,Nurture / No Action
1803-BGNBD,3G,54.3,Low Value,0.250999488440687,Nurture / No Action
1428-IEDPR,4G,109.3,High Value,0.2505524606307099,Nurture / No Action
9522-BNTHX,3G,56.25,Low Value,0.25036030590381975,Nurture / No Action
1930-WNXSB,4G,92.85,High Value,0.25032230750569584,Nurture / No Action
6723-WSNTY,4G,108.1,High Value,0.2502325089557862,Nurture / No Action
0786-IVLAW,4G,108.1,High Value,0.2502325089557862,Nurture / No Action
3633-CDBUW,3G,80.85,Medium Value,0.24990518951923946,Nurture / No Action
2959-EEXWB,3G,50.9,Low Value,0.24978365941083377,Nurture / No Action
5553-AOINX,4G,104.9,High Value,0.24962537965290882,Nurture / No Action
5161-UBZXI,4G,106.35,High Value,0.24954524011610865,Nurture / No Action
5274-XHAKY,4G,94.3,High Value,0.2495444780654009,Nurture / No Action
1202-KKGFU,3G,54.2,Low Value,0.24942054107226594,Nurture / No Action
7636-OWBPG,3G,29.35,Low Value,0.24935682317107957,Nurture / No Action
1784-EZDKJ,4G,106.8,High Value,0.2490009153131302,Nurture / No Action
9688-YGXVR,4G,88.15,High Value,0.2487657703247553,Nurture / No Action
7576-JMYWV,4G,110.2,High Value,0.24869701966946664,Nurture / No Action
2683-JXWQQ,3G,33.6,Low Value,0.24868029643455794,Nurture / No Action
9481-SFCQY,3G,59.8,Medium Value,0.2485313012001826,Nurture / No Action
4950-BDEUX,3G,49.2,Low Value,0.24846520857518692,Nurture / No Action
0484-FFVBJ,3G,64.85,Medium Value,0.24810168336956678,Nurture / No Action
2560-PPCHE,4G,105.05,High Value,0.24804400763538795,Nurture / No Action
0060-FUALY,4G,94.75,High Value,0.2477068119760653,Nurture / No Action
2267-WTPYD,4G,94.0,High Value,0.24708995443003906,Nurture / No Action
6689-VRRTK,4G,109.8,High Value,0.24704139201185946,Nurture / No Action
4338-EYCER,3G,54.6,Low Value,0.24683619139935664,Nurture / No Action
6300-BWMJX,4G,93.35,High Value,0.24680536307717726,Nurture / No Action
9281-OFDMF,4G,90.7,High Value,0.24648113299250085,Nurture / No Action
8985-OOPOS,3G,74.1,Medium Value,0.24616681435409923,Nurture / No Action
7718-UPSKJ,4G,106.4,High Value,0.24611580645964445,Nurture / No Action
9873-MNDKV,3G,44.65,Low Value,0.2461130564921737,Nurture / No Action
3717-LNXKW,4G,91.7,High Value,0.24603404755728076,Nurture / No Action
6447-GORXK,3G,25.0,Low Value,0.2459239421378883,Nurture / No Action
8791-GFXLZ,3G,49.05,Low Value,0.2458103123919502,Nurture / No Action
2257-BOVXD,3G,66.6,Medium Value,0.2456572807562765,Nurture / No Action
9501-UKKNL,3G,51.7,Low Value,0.24565389053892975,Nurture / No Action
7876-BEUTG,3G,48.8,Low Value,0.2451963435244216,Nurture / No Action
9396-ZSFLL,3G,48.85,Low Value,0.2451963435244216,Nurture / No Action
9163-GHAYE,3G,48.85,Low Value,0.2451963435244216,Nurture / No Action
7895-VONWT,3G,48.25,Low Value,0.24500688638881007,Nurture / No Action
6339-DKLMK,3G,31.65,Low Value,0.24496095722366865,Nurture / No Action
8562-GHPPI,Voice Only,19.8,Low Value,0.2448868826698642,Nurture / No Action
2101-RANCD,4G,73.1,Medium Value,0.24484739186868912,Nurture / No Action
2761-XECQW,3G,43.35,Low Value,0.2447455350147988,Nurture / No Action
6789-HJBWG,3G,49.4,Low Value,0.24471408223322008,Nurture / No Action
3528-HFRIQ,3G,52.3,Low Value,0.24467309240343507,Nurture / No Action
4976-LNFVV,3G,34.3,Low Value,0.24466844037006358,Nurture / No Action
2373-NTKOD,3G,66.25,Medium Value,0.2445190416113399,Nurture / No Action
8807-ARQET,3G,40.35,Low Value,0.24448399999289447,Nurture / No Action
9327-QSDED,3G,43.55,Low Value,0.24441220168146546,Nurture / No Action
3657-COGMW,4G,108.1,High Value,0.2443289456023699,Nurture / No Action
2673-CXQEU,4G,110.5,High Value,0.2440286048173288,Nurture / No Action
5481-NTDOH,4G,107.05,High Value,0.24382756473237518,Nurture / No Action
6402-EJMWF,3G,55.3,Low Value,0.24364660624646917,Nurture / No Action
2587-EKXTS,4G,111.5,High Value,0.24321907799665038,Nurture / No Action
4608-LCIMN,3G,44.65,Low Value,0.24304094284013134,Nurture / No Action
6036-TTFYU,Voice Only,19.6,Low Value,0.2430354326191585,Nurture / No Action
3162-ZJZFU,4G,92.55,High Value,0.24273401904236608,Nurture / No Action
1548-FEHVL,4G,106.2,High Value,0.2424726929819089,Nurture / No Action
2988-GBIVW,4G,90.85,High Value,0.24228133756811154,Nurture / No Action
2475-MROZF,4G,95.0,High Value,0.24217384672832648,Nurture / No Action
3055-OYMSE,4G,73.8,Medium Value,0.24163538613320285,Nurture / No Action
1485-YDHMM,4G,93.25,High Value,0.24119225000059705,Nurture / No Action
5311-IHLEI,3G,50.95,Low Value,0.24094000961193474,Nurture / No Action
5651-WYIPH,3G,49.85,Low Value,0.24089692034199695,Nurture / No Action
1024-KPRBB,4G,89.1,High Value,0.24085059804458767,Nurture / No Action
8205-MQUGY,3G,49.2,Low Value,0.24042836794750577,Nurture / No Action
9699-UBQFS,4G,94.5,High Value,0.240151266445327,Nurture / No Action
9036-CSKBW,4G,107.45,High Value,0.24003266134487625,Nurture / No Action
1685-BQULA,4G,93.4,High Value,0.24001564429922503,Nurture / No Action
0661-WCQNQ,3G,56.25,Low Value,0.2399536311077877,Nurture / No Action
0463-ZSDNT,3G,56.75,Low Value,0.23988511190802153,Nurture / No Action
6967-QIQRV,4G,101.9,High Value,0.2398500881700353,Nurture / No Action
7395-XWZOY,3G,55.0,Low Value,0.23974809232364364,Nurture / No Action
9578-FOMUK,Voice Only,24.8,Low Value,0.2396414806931213,Nurture / No Action
2625-TRCZQ,3G,49.65,Low Value,0.23961647917317488,Nurture / No Action
3640-JQGJG,3G,44.8,Low Value,0.2395099367932929,Nurture / No Action
8387-UGUSU,Voice Only,20.05,Low Value,0.23934322345957296,Nurture / No Action
8242-JSVBO,3G,44.65,Low Value,0.2391915535999999,Nurture / No Action
6180-YBIQI,3G,24.3,Low Value,0.23886471568562173,Nurture / No Action
6625-UTXEW,3G,51.25,Low Value,0.23844000961193473,Nurture / No Action
8467-WYNSR,3G,55.1,Low Value,0.2383482521403925,Nurture / No Action
2386-OWURY,4G,95.3,High Value,0.2379713526344932,Nurture / No Action
4931-TRZWN,3G,71.95,Medium Value,0.23786361593840247,Nurture / No Action
8992-VONJD,3G,56.0,Low Value,0.23783696476633895,Nurture / No Action
4929-ROART,3G,56.25,Low Value,0.2374646810012874,Nurture / No Action
4987-GQWPO,3G,25.1,Low Value,0.2374641169330875,Nurture / No Action
4801-JZAZL,3G,29.6,Low Value,0.23701096566438687,Nurture / No Action
8069-YQQAJ,3G,31.1,Low Value,0.2360186495313609,Nurture / No Action
9496-IVVRP,3G,51.0,Low Value,0.23593276323512313,Nurture / No Action
7669-LCRSD,3G,56.3,Low Value,0.2358736883997782,Nurture / No Action
4220-TINQT,4G,106.35,High Value,0.23539660492489464,Nurture / No Action
9089-UOWJG,3G,58.35,Medium Value,0.23533677275221265,Nurture / No Action
4360-PNRQB,4G,75.6,Medium Value,0.23524924405958436,Nurture / No Action
5461-QKNTN,4G,94.3,High Value,0.23516617997856515,Nurture / No Action
1089-HDMKP,3G,54.55,Low Value,0.2349763073342104,Nurture / No Action
9074-KGVOX,3G,39.45,Low Value,0.23453131994621007,Nurture / No Action
8755-IWJHN,4G,95.35,High Value,0.23444429472970263,Nurture / No Action
0811-GSDTP,3G,30.15,Low Value,0.23443905130274886,Nurture / No Action
6333-YDVLT,4G,110.0,High Value,0.23431347757296683,Nurture / No Action
1596-OQSPS,3G,51.1,Low Value,0.23343276323512313,Nurture / No Action
3873-NFTGI,3G,55.5,Low Value,0.23340842384105795,Nurture / No Action
3349-ANQNH,4G,99.5,High Value,0.2332738527060352,Nurture / No Action
4176-FXYBO,4G,109.55,High Value,0.23246182003816862,Nurture / No Action
8490-BXHEO,4G,80.55,Medium Value,0.23239536913557235,Nurture / No Action
2911-WDXMV,4G,80.55,Medium Value,0.23239536913557235,Nurture / No Action
0303-WMMRN,Voice Only,19.25,Low Value,0.23226038182965789,Nurture / No Action
0895-LMRSF,3G,64.9,Medium Value,0.23177741585231604,Nurture / No Action
3583-KRKMD,4G,75.9,Medium Value,0.2315387177437949,Nurture / No Action
2235-DWLJU,3G,44.4,Low Value,0.23153789359284965,Nurture / No Action
4452-QIIEB,3G,43.9,Low Value,0.23149866576284064,Nurture / No Action
1852-XEMDW,3G,65.05,Medium Value,0.2313910536746014,Nurture / No Action
4567-AKPIA,4G,109.1,High Value,0.23130673586781506,Nurture / No Action
5843-TTHGI,3G,50.0,Low Value,0.23089692034199696,Nurture / No Action
7049-GKVZY,3G,79.85,Medium Value,0.23075042761447753,Nurture / No Action
9776-OJUZI,4G,95.45,High Value,0.23073083543475242,Nurture / No Action
2446-ZKVAF,3G,56.8,Low Value,0.23055249462135913,Nurture / No Action
5133-VRSAB,3G,29.35,Low Value,0.23049276731852314,Nurture / No Action
0377-JBKKT,3G,57.95,Medium Value,0.23045774979435685,Nurture / No Action
3090-QFUVD,Voice Only,20.3,Low Value,0.2300175550087553,Nurture / No Action
2676-ISHSF,Voice Only,20.3,Low Value,0.2300175550087553,Nurture / No Action
7814-LEEVE,Voice Only,20.3,Low Value,0.2300175550087553,Nurture / No Action
9122-UMROB,Voice Only,20.3,Low Value,0.2300175550087553,Nurture / No Action
8082-GHXOP,3G,44.0,Low Value,0.2296650483637358,Nurture / No Action
5778-BVOFB,3G,59.5,Medium Value,0.22949099080084953,Nurture / No Action
2122-YWVYA,4G,75.4,Medium Value,0.22941591072625106,Nurture / No Action
3587-PMCOY,4G,98.9,High Value,0.22882536164958392,Nurture / No Action
5136-GFPMB,4G,89.4,High Value,0.2284305265631498,Nurture / No Action
6464-KEXXH,3G,25.25,Low Value,0.2283585905255735,Nurture / No Action
3893-JRNFS,3G,39.9,Low Value,0.22815924852962857,Nurture / No Action
8967-SZQAS,3G,50.45,Low Value,0.22812023085426295,Nurture / No Action
8878-RYUKI,3G,59.45,Medium Value,0.22801671084883854,Nurture / No Action
5076-YVXCM,4G,83.4,Medium Value,0.2278865135534058,Nurture / No Action
9350-VLHMB,4G,89.55,High Value,0.22787173692865387,Nurture / No Action
6952-OMNWB,4G,80.35,Medium Value,0.22756728676149465,Nurture / No Action
1360-XFJMR,4G,109.7,High Value,0.2275353619942153,Nurture / No Action
0439-IFYUN,4G,74.7,Medium Value,0.2275110381158515,Nurture / No Action
5027-YOCXN,4G,110.05,High Value,0.22728329687203927,Nurture / No Action
6050-IJRHS,4G,106.5,High Value,0.22723533872169135,Nurture / No Action
1769-GRUIK,4G,71.1,Medium Value,0.22713600882439336,Nurture / No Action
6260-ONULR,3G,62.8,Medium Value,0.22705161826545378,Nurture / No Action
9979-RGMZT,4G,94.05,High Value,0.2269827777491774,Nurture / No Action
4495-LHSSK,3G,57.65,Medium Value,0.22688071424048506,Nurture / No Action
4468-KAZHE,3G,60.0,Medium Value,0.22655679162814837,Nurture / No Action
8455-HIRAQ,3G,44.45,Low Value,0.22638676693043078,Nurture / No Action
6994-KERXL,3G,55.9,Low Value,0.22637674110072353,Nurture / No Action
3446-QDSZF,3G,55.5,Low Value,0.22620532736636734,Nurture / No Action
7074-STDCN,3G,40.6,Low Value,0.2261593199391508,Nurture / No Action
9763-GRSKD,3G,49.95,Low Value,0.22512033888586053,Nurture / No Action
2087-QAREY,3G,54.7,Low Value,0.22503180142711338,Nurture / No Action
0939-EREMR,3G,53.45,Low Value,0.22498049808684592,Nurture / No Action
5639-NTUPK,3G,52.1,Low Value,0.22498049808684592,Nurture / No Action
5533-NHFRF,3G,44.4,Low Value,0.22481010496302667,Nurture / No Action
8887-IPQNC,3G,44.25,Low Value,0.22481010496302667,Nurture / No Action
8329-GWVPJ,4G,69.75,Medium Value,0.22426439113627944,Nurture / No Action
0795-GMVQO,4G,109.9,High Value,0.22417253013580826,Nurture / No Action
1310-QRITU,3G,50.3,Low Value,0.22389425997597104,Nurture / No Action
5366-OBVMR,3G,50.3,Low Value,0.22389425997597104,Nurture / No Action
7594-LZNWR,4G,69.15,Medium Value,0.2236738341229031,Nurture / No Action
4418-LZMSV,3G,61.8,Medium Value,0.22361652909833743,Nurture / No Action
2615-YVMYX,4G,107.5,High Value,0.2231199283785202,Nurture / No Action
6806-YDEUL,Voice Only,19.5,Low Value,0.22306372001053845,Nurture / No Action
9633-DENPU,3G,58.6,Medium Value,0.22241998672024155,Nurture / No Action
6502-KUGLL,3G,59.45,Medium Value,0.22234199632488638,Nurture / No Action
6569-KTMDU,Voice Only,19.1,Low Value,0.22221492199088277,Nurture / No Action
9441-QHEVC,Voice Only,19.1,Low Value,0.22221492199088277,Nurture / No Action
2320-YKQBO,Voice Only,19.3,Low Value,0.2220173212545905,Nurture / No Action
2144-BFDSO,4G,108.75,High Value,0.2216495275726333,Nurture / No Action
7621-VPNET,4G,85.9,High Value,0.2216351055372579,Nurture / No Action
6994-FGRHH,4G,106.15,High Value,0.22145513963640745,Nurture / No Action
5349-AZPEW,3G,25.05,Low Value,0.22129351104137981,Nurture / No Action
3896-RCYYE,3G,53.4,Low Value,0.22121082522006996,Nurture / No Action
9154-QDGTH,4G,104.3,High Value,0.2207284282613008,Nurture / No Action
5857-TYBCJ,4G,89.2,High Value,0.22047774476494653,Nurture / No Action
2750-BJLSB,4G,103.7,High Value,0.21990828644147858,Nurture / No Action
4402-FTBXC,4G,89.8,High Value,0.2198979895004543,Nurture / No Action
0650-BWOZN,4G,73.55,Medium Value,0.21981476908851952,Nurture / No Action
4827-LTQRJ,4G,110.6,High Value,0.21962527183971997,Nurture / No Action
5701-ZIKJE,3G,50.55,Low Value,0.21844342875727737,Nurture / No Action
1996-DBMUS,4G,70.65,Medium Value,0.21790070805636805,Nurture / No Action
7401-RUBNK,4G,74.8,Medium Value,0.21751103811585148,Nurture / No Action
9097-ZUBYC,3G,48.8,Low Value,0.21739549448153914,Nurture / No Action
8735-IJJEG,3G,50.2,Low Value,0.21727613257948483,Nurture / No Action
1629-DQQVB,3G,50.1,Low Value,0.21727613257948483,Nurture / No Action
8535-SFUTN,4G,106.45,High Value,0.2171442182675712,Nurture / No Action
2178-PMGCJ,4G,69.7,Medium Value,0.2169422244368041,Nurture / No Action
7951-VRDVK,3G,85.85,High Value,0.21668350626001462,Nurture / No Action
4522-AKYLR,3G,54.8,Low Value,0.21664458450564802,Nurture / No Action
2001-MCUUW,4G,108.65,High Value,0.21630746828176714,Nurture / No Action
0997-YTLNY,3G,48.8,Low Value,0.21619755829510154,Nurture / No Action
7803-XOCCZ,4G,84.05,Medium Value,0.21612022384060026,Nurture / No Action
0237-YFUTL,4G,109.65,High Value,0.21591388129223,Nurture / No Action
6362-QHAFM,4G,108.3,High Value,0.2157205759902438,Nurture / No Action
8630-FJLIB,4G,69.8,Medium Value,0.2155842574638188,Nurture / No Action
5543-QDCRY,3G,56.4,Low Value,0.2154983474355651,Nurture / No Action
8799-OXZMD,3G,29.75,Low Value,0.2154675327017882,Nurture / No Action
7610-TVOPG,Voice Only,26.35,Low Value,0.21546199351363413,Nurture / No Action
1074-AMIOH,4G,108.25,High Value,0.21525371037908328,Nurture / No Action
5732-IKGQH,4G,104.45,High Value,0.2151930426148779,Nurture / No Action
6040-CGACY,Voice Only,19.6,Low Value,0.21516422953218467,Nurture / No Action
8715-KKTFG,4G,103.3,High Value,0.21512515414259156,Nurture / No Action
9903-LYSAB,4G,73.15,Medium Value,0.21508749636124683,Nurture / No Action
3761-FLYZI,4G,108.8,High Value,0.2148155056167627,Nurture / No Action
8058-DMYRU,4G,90.05,High Value,0.21472594776848555,Nurture / No Action
6345-HOVES,3G,25.05,Low Value,0.21471667225723126,Nurture / No Action
5334-JLAXU,4G,94.1,High Value,0.21470375514297976,Nurture / No Action
9558-IHEZX,4G,106.75,High Value,0.21468676774584317,Nurture / No Action
9959-WOFKT,4G,106.7,High Value,0.21468676774584317,Nurture / No Action
9058-HRZSV,4G,94.4,High Value,0.21458730843174265,Nurture / No Action
0058-EVZWM,4G,89.8,High Value,0.2141997391274234,Nurture / No Action
1216-BGTSP,4G,108.45,High Value,0.21413591633342988,Nurture / No Action
8016-NCFVO,4G,116.5,High Value,0.21393326801225526,Nurture / No Action
3704-IEAXF,3G,53.65,Low Value,0.2133166364958547,Nurture / No Action
0739-UUAJR,3G,53.8,Low Value,0.2133166364958547,Nurture / No Action
5440-VHLUL,4G,105.2,High Value,0.21318052630765358,Nurture / No Action
5384-ZTTWP,Voice Only,19.8,Low Value,0.21310258759617937,Nurture / No Action
9364-YKUVW,Voice Only,19.8,Low Value,0.21310258759617937,Nurture / No Action
8012-SOUDQ,4G,90.25,High Value,0.21257028778659973,Nurture / No Action
1794-SWWKL,3G,59.65,Medium Value,0.21255252896870616,Nurture / No Action
0442-ZXKVS,4G,115.6,High Value,0.2121338352945511,Nurture / No Action
7622-NXQZR,3G,30.1,Low Value,0.21132351096265775,Nurture / No Action
6942-LBFDP,Voice Only,20.55,Low Value,0.2111660576939614,Nurture / No Action
5977-CKHON,4G,92.55,High Value,0.210634408976906,Nurture / No Action
8573-CGOCC,Voice Only,19.75,Low Value,0.2104634698636219,Nurture / No Action
3181-MIZBN,Voice Only,19.75,Low Value,0.2104634698636219,Nurture / No Action
4250-WAROZ,4G,93.25,High Value,0.21034308855060366,Nurture / No Action
5325-UWTWJ,4G,90.55,High Value,0.21013167189362927,Nurture / No Action
8564-LDKFL,4G,106.0,High Value,0.20966114093572885,Nurture / No Action
1360-JYXKQ,4G,99.1,High Value,0.20904489227616016,Nurture / No Action
7853-WNZSY,Voice Only,19.75,Low Value,0.20887100965399122,Nurture / No Action
3930-ZGWVE,Voice Only,19.75,Low Value,0.20887100965399122,Nurture / No Action
6124-ACRHJ,Voice Only,19.75,Low Value,0.20887100965399122,Nurture / No Action
1156-ZFYDO,Voice Only,19.75,Low Value,0.20887100965399122,Nurture / No Action
2465-BLLEU,Voice Only,19.75,Low Value,0.20887100965399122,Nurture / No Action
3717-OFRTN,Voice Only,19.75,Low Value,0.20887100965399122,Nurture / No Action
9103-CXVOK,Voice Only,19.75,Low Value,0.20887100965399122,Nurture / No Action
9281-PKKZE,3G,43.95,Low Value,0.2086229363361275,Nurture / No Action
9278-VZKCD,4G,109.1,High Value,0.2084911299884045,Nurture / No Action
6583-SZVGP,4G,108.1,High Value,0.2081798111553888,Nurture / No Action
7449-HVPIV,4G,90.4,High Value,0.2081186064863637,Nurture / No Action
4001-TSBTV,4G,91.55,High Value,0.20781501662031768,Nurture / No Action
1004-NOZNR,4G,94.8,High Value,0.20767247273109177,Nurture / No Action
2045-BMBTJ,3G,59.45,Medium Value,0.20766752539396788,Nurture / No Action
0691-NIKRI,4G,105.95,High Value,0.20761512592711542,Nurture / No Action
7409-JURKQ,4G,111.8,High Value,0.2074366293233723,Nurture / No Action
0330-BGYZE,4G,102.5,High Value,0.20704833361168762,Nurture / No Action
2478-EEWWM,3G,44.3,Low Value,0.20704398493661827,Nurture / No Action
0931-MHTEM,4G,100.05,High Value,0.20699441258483786,Nurture / No Action
4323-OHFOW,4G,105.55,High Value,0.20693528995321536,Nurture / No Action
1679-JRFBR,4G,108.15,High Value,0.20680518164721134,Nurture / No Action
9844-FELAJ,4G,107.9,High Value,0.20680518164721134,Nurture / No Action
2969-WGHQO,3G,69.45,Medium Value,0.2067998645547742,Nurture / No Action
2826-DXLQO,3G,29.8,Low Value,0.20657592589585672,Nurture / No Action
0909-SDHNU,3G,29.8,Low Value,0.20657592589585672,Nurture / No Action
1935-IMVBB,4G,89.7,High Value,0.20649699530376114,Nurture / No Action
9795-VOWON,3G,24.35,Low Value,0.20647415757414336,Nurture / No Action
8819-ZBYNA,4G,109.1,High Value,0.2064675999568368,Nurture / No Action
2371-KFUOG,4G,99.15,High Value,0.20623521962556451,Nurture / No Action
5712-AHQNN,4G,91.65,High Value,0.20622798983634508,Nurture / No Action
1395-OFUWC,3G,29.3,Low Value,0.20613360478117787,Nurture / No Action
2828-SLQPF,3G,45.0,Low Value,0.2059643947934623,Nurture / No Action
3645-DEYGF,Voice Only,20.75,Low Value,0.20548212005374947,Nurture / No Action
2700-LUEVA,Voice Only,20.75,Low Value,0.20548212005374947,Nurture / No Action
2325-WINES,4G,104.05,High Value,0.2049977944702494,Nurture / No Action
0898-XCGTF,4G,96.5,High Value,0.20489875017008286,Nurture / No Action
5018-GWURO,4G,85.6,High Value,0.20481177564246583,Nurture / No Action
9391-YZEJW,4G,94.0,High Value,0.20466115276891092,Nurture / No Action
4119-ZYPZY,4G,106.8,High Value,0.20465827771735312,Nurture / No Action
5981-ZVXOT,4G,108.35,High Value,0.20430125641800415,Nurture / No Action
9885-AIBVB,4G,85.8,High Value,0.20423945399430557,Nurture / No Action
6322-HRPFA,3G,59.6,Medium Value,0.20421015070362145,Nurture / No Action
8707-RMEZH,4G,87.3,High Value,0.20381664533954255,Nurture / No Action
6908-VVYHM,4G,90.65,High Value,0.2036883579500538,Nurture / No Action
3807-BPOMJ,4G,94.75,High Value,0.20359982602508683,Nurture / No Action
8706-HRADD,3G,43.55,Low Value,0.20357095187588975,Nurture / No Action
6865-JZNKO,3G,55.3,Low Value,0.20321017438831634,Nurture / No Action
1131-SUEKT,4G,98.45,High Value,0.20319517834375386,Nurture / No Action
9544-PYPSJ,4G,96.1,High Value,0.20308458777868885,Nurture / No Action
8741-LQOBK,3G,35.05,Low Value,0.2028493056959696,Nurture / No Action
8782-LKFPK,4G,90.4,High Value,0.2027645738021002,Nurture / No Action
2085-BOJKI,4G,96.65,High Value,0.20254151702886822,Nurture / No Action
2806-MLNTI,4G,105.1,High Value,0.2024225800170036,Nurture / No Action
3999-WRNGR,3G,49.75,Low Value,0.20239507573160206,Nurture / No Action
3780-YVMFA,3G,68.55,Medium Value,0.20234381992037384,Nurture / No Action
3374-TTZTK,4G,106.3,High Value,0.20182722320239846,Nurture / No Action
1548-ARAGG,3G,58.5,Medium Value,0.20162888989545533,Nurture / No Action
1530-ZTDOZ,3G,40.65,Low Value,0.20151752034718498,Nurture / No Action
8920-NAVAY,4G,110.75,High Value,0.20082401073831366,Nurture / No Action
2272-JKMSI,4G,110.8,High Value,0.20082401073831366,Nurture / No Action
2480-JZOSN,Voice Only,20.65,Low Value,0.20075465674138052,Nurture / No Action
3976-NLDEZ,Voice Only,20.6,Low Value,0.20075465674138052,Nurture / No Action
5088-QZLRL,Voice Only,20.65,Low Value,0.20075465674138052,Nurture / No Action
7693-QPEFS,4G,72.95,Medium Value,0.2007407994702351,Nurture / No Action
7924-GJZFI,4G,69.3,Medium Value,0.2006673814666456,Nurture / No Action
9470-RTWDV,3G,82.0,Medium Value,0.2000043122570146,Nurture / No Action
1728-CXQBE,4G,94.25,High Value,0.19987835072278495,Nurture / No Action
5939-XAIXZ,3G,56.1,Low Value,0.19980564824124017,Nurture / No Action
9069-LGEUL,3G,59.95,Medium Value,0.1996369476820547,Nurture / No Action
5802-ADBRC,4G,104.4,High Value,0.1994277782095207,Nurture / No Action
4456-RHSNB,3G,49.6,Low Value,0.1992681998426098,Nurture / No Action
3307-TLCUD,3G,34.4,Low Value,0.19918949259272672,Nurture / No Action
2851-STERV,3G,73.0,Medium Value,0.19899303758741294,Nurture / No Action
4132-POCZS,3G,39.9,Low Value,0.19898856273717416,Nurture / No Action
1091-SOZGA,4G,99.8,High Value,0.19871912213052426,Nurture / No Action
8111-BKVDS,3G,40.7,Low Value,0.1987004786978482,Nurture / No Action
7318-EIVKO,3G,59.25,Medium Value,0.19863066150462827,Nurture / No Action
7989-AWGEH,3G,39.2,Low Value,0.19843463884952897,Nurture / No Action
6743-HHQPF,3G,25.1,Low Value,0.198187731110072,Nurture / No Action
7251-LJBQN,4G,103.75,High Value,0.19810854436342015,Nurture / No Action
4833-QTJNO,4G,83.85,Medium Value,0.19801647625834248,Nurture / No Action
0130-SXOUN,4G,89.4,High Value,0.19767705710778585,Nurture / No Action
4355-CVPVS,4G,88.9,High Value,0.19757206202047262,Nurture / No Action
2770-NSVDG,3G,29.1,Low Value,0.19745920238145206,Nurture / No Action
1215-FIGMP,4G,89.9,High Value,0.19722299724041661,Nurture / No Action
2717-HVIZY,Voice Only,20.05,Low Value,0.19720250380182558,Nurture / No Action
3766-EJLFL,4G,109.05,High Value,0.19712295857858592,Nurture / No Action
2716-GFZOR,4G,86.1,High Value,0.19708895757457054,Nurture / No Action
1025-FALIX,4G,69.05,Medium Value,0.19708383978551222,Nurture / No Action
8725-JEDFD,4G,69.05,Medium Value,0.1962285766276175,Nurture / No Action
4360-QRAVE,3G,36.65,Low Value,0.19595268959542558,Nurture / No Action
7529-ZDFXI,4G,89.85,High Value,0.195486063742963,Nurture / No Action
7883-ROJOC,3G,44.9,Low Value,0.19545322297794268,Nurture / No Action
0244-LGNFY,3G,92.65,High Value,0.19531226172556937,Nurture / No Action
0689-DSXGL,4G,85.8,High Value,0.19510356505138435,Nurture / No Action
8961-QDZZJ,4G,95.0,High Value,0.19448185257809136,Nurture / No Action
7128-GGCNO,4G,72.8,Medium Value,0.1944259388348696,Nurture / No Action
3402-XRIUO,3G,63.55,Medium Value,0.1943748895131445,Nurture / No Action
2946-KIQSP,3G,33.45,Low Value,0.19416851309986477,Nurture / No Action
4937-QPZPO,4G,99.9,High Value,0.19329376341739962,Nurture / No Action
4012-ZTHBR,3G,44.95,Low Value,0.19321083946636833,Nurture / No Action
0708-LGSMF,3G,65.85,Medium Value,0.19320899573655034,Nurture / No Action
0699-NDKJM,3G,58.75,Medium Value,0.19320156851118964,Nurture / No Action
8033-ATFAS,3G,59.85,Medium Value,0.1928702346840993,Nurture / No Action
5321-NTRKC,3G,79.85,Medium Value,0.19278801220562236,Nurture / No Action
1346-PJWTK,4G,94.15,High Value,0.19231249383946777,Nurture / No Action
6029-CSMJE,3G,25.65,Low Value,0.1914865935654712,Nurture / No Action
2195-VVRJF,3G,59.1,Medium Value,0.19111694271234847,Nurture / No Action
8620-RJPZN,Voice Only,20.7,Low Value,0.19103767560930504,Nurture / No Action
7159-FVYPK,3G,69.15,Medium Value,0.19077170640945534,Nurture / No Action
4672-FOTSD,3G,67.25,Medium Value,0.19037061932519517,Nurture / No Action
9788-YTFGE,Voice Only,19.95,Low Value,0.1903252206313592,Nurture / No Action
4118-CEVPF,4G,110.8,High Value,0.19018320953152235,Nurture / No Action
1465-WCZVT,Voice Only,19.65,Low Value,0.18986777029539495,Nurture / No Action
7526-IVLYU,Voice Only,19.65,Low Value,0.18986777029539495,Nurture / No Action
2826-UWHIS,4G,81.4,Medium Value,0.18977357488515334,Nurture / No Action
2791-SFVEW,Voice Only,20.15,Low Value,0.18954524493364946,Nurture / No Action
7975-TZMLR,4G,103.1,High Value,0.18907950237854884,Nurture / No Action
8250-ZNGGW,3G,59.9,Medium Value,0.18890710794314955,Nurture / No Action
8017-UVSZU,3G,56.6,Low Value,0.1888669895835379,Nurture / No Action
8769-KKTPH,4G,99.65,High Value,0.18875661477028377,Nurture / No Action
4816-OKWNX,4G,103.4,High Value,0.18859652562117923,Nurture / No Action
6647-ZEDXT,4G,110.45,High Value,0.18840444277070076,Nurture / No Action
