customerID,Network_Type,tenure,Tenure_Decile,Contract,Revenue_Stability,ARPU,Monthly_Revenue_Velocity,Product_Density_Score,Subscriber_Status,LTV,Migration_Target_Label,Revenue_Weight,Customer_Segment
0822-GAVAP,3G,2,2,Month-to-month,At-Will (High Risk),34.7,31.13,2,Churned/Inactive,69.4,Churn,0.00008,Low Value
6907-CQGPN,3G,29,5,Month-to-month,At-Will (High Risk),34.3,34.65,1,Active,994.6999999999999,Retain,0.00008,Low Value
2485-ITVKB,3G,2,2,Month-to-month,At-Will (High Risk),35.1,34.38,2,Churned/Inactive,70.2,Churn,0.00008,Low Value
2408-WITXK,3G,10,3,Month-to-month,At-Will (High Risk),34.7,32.98,2,Churned/Inactive,347,Churn,0.00008,Low Value
2049-BAFNW,3G,1,1,Month-to-month,At-Will (High Risk),35.9,35.90,1,Active,35.9,Retain,0.00008,Low Value
7089-XXAYG,3G,25,5,One year,Contractual (Stable),38.1,38.82,2,Active,952.5,Retain,0.00008,Low Value
0375-HVGXO,3G,1,1,Month-to-month,At-Will (High Risk),34.7,34.70,2,Churned/Inactive,34.7,Churn,0.00008,Low Value
4430-UZIPO,3G,3,2,Month-to-month,At-Will (High Risk),36.85,36.23,1,Churned/Inactive,110.55000000000001,Churn,0.00008,Low Value
7746-AWNQW,3G,28,5,Month-to-month,At-Will (High Risk),35.75,34.34,1,Active,1001,Retain,0.00008,Low Value
8898-KASCD,3G,39,6,One year,Contractual (Stable),35.55,33.57,1,Active,1386.4499999999998,Retain,0.00008,Low Value
3751-KTZEL,3G,1,1,Month-to-month,At-Will (High Risk),35.05,35.05,2,Churned/Inactive,35.05,Churn,0.00008,Low Value
0778-NELLA,3G,9,3,Month-to-month,At-Will (High Risk),34.7,32.90,2,Churned/Inactive,312.3,Churn,0.00008,Low Value
3694-DELSO,3G,4,2,Month-to-month,At-Will (High Risk),38.55,39.02,2,Active,154.2,Retain,0.00008,Low Value
0953-LGOVU,3G,12,4,Month-to-month,At-Will (High Risk),35.5,36.02,1,Active,426,Retain,0.00008,Low Value
3050-GBUSH,3G,3,2,Month-to-month,At-Will (High Risk),34.8,37.98,2,Active,104.39999999999999,Retain,0.00008,Low Value
3091-FYHKI,3G,1,1,Month-to-month,At-Will (High Risk),35.45,35.45,2,Churned/Inactive,35.45,Churn,0.00008,Low Value
0841-NULXI,3G,1,1,Month-to-month,At-Will (High Risk),35.55,35.55,2,Churned/Inactive,35.55,Churn,0.00008,Low Value
4360-QRAVE,3G,37,6,Month-to-month,At-Will (High Risk),36.65,35.54,1,Active,1356.05,Retain,0.00008,Low Value
3776-EKTKM,3G,1,1,Month-to-month,At-Will (High Risk),36.45,36.45,2,Churned/Inactive,36.45,Churn,0.00008,Low Value
2782-JEEBU,3G,21,5,Month-to-month,At-Will (High Risk),36,37.15,1,Active,756,Retain,0.00008,Low Value
3594-KADLU,3G,3,2,Month-to-month,At-Will (High Risk),35.1,33.70,1,Active,105.30000000000001,Retain,0.00008,Low Value
0230-UBYPQ,3G,63,9,One year,Contractual (Stable),36.1,36.49,1,Active,2274.3,Retain,0.00008,Low Value
0458-HEUZG,3G,13,4,Two year,Contractual (Stable),35.4,34.65,1,Active,460.2,Retain,0.00008,Low Value
0121-SNYRK,3G,50,7,One year,Contractual (Stable),35.4,34.98,1,Active,1770,Retain,0.00008,Low Value
4501-VCPFK,3G,26,5,Month-to-month,At-Will (High Risk),35.75,39.33,1,Active,929.5,Retain,0.00008,Low Value
5170-PTRKA,3G,49,7,One year,Contractual (Stable),35.8,36.37,1,Active,1754.1999999999998,Retain,0.00008,Low Value
5882-CMAZQ,3G,5,2,Month-to-month,At-Will (High Risk),34.25,32.71,1,Active,171.25,Retain,0.00008,Low Value
3511-BFTJW,3G,72,10,Two year,Contractual (Stable),38.5,38.38,1,Active,2772,Retain,0.00008,Low Value
7890-VYYWG,3G,3,2,Month-to-month,At-Will (High Risk),36.45,31.23,2,Churned/Inactive,109.35000000000001,Churn,0.00008,Low Value
9581-GVBXT,3G,59,8,One year,Contractual (Stable),34.8,33.56,1,Active,2053.2,Retain,0.00008,Low Value
3845-JHAMY,3G,16,4,Month-to-month,At-Will (High Risk),35.5,34.54,2,Active,568,Retain,0.00008,Low Value
5245-VDBUR,3G,52,8,One year,Contractual (Stable),35.45,37.67,1,Active,1843.4,Retain,0.00008,Low Value
5378-IKEEG,3G,1,1,Month-to-month,At-Will (High Risk),35.75,35.75,2,Churned/Inactive,35.75,Churn,0.00008,Low Value
7950-XWOVN,3G,11,3,Month-to-month,At-Will (High Risk),34.7,34.87,1,Active,381.70000000000005,Retain,0.00008,Low Value
7492-TAFJD,3G,7,3,Two year,Contractual (Stable),38.55,40.00,1,Active,269.84999999999997,Retain,0.00008,Low Value
1261-FWTTE,3G,23,5,Month-to-month,At-Will (High Risk),34.65,33.41,2,Active,796.9499999999999,Retain,0.00008,Low Value
1049-FYSYG,3G,17,4,Month-to-month,At-Will (High Risk),35.65,38.00,1,Active,606.05,Retain,0.00008,Low Value
5759-RCVCB,3G,3,2,Month-to-month,At-Will (High Risk),35.2,36.32,2,Churned/Inactive,105.60000000000001,Churn,0.00008,Low Value
3815-SLMEF,3G,3,2,Month-to-month,At-Will (High Risk),34.25,46.45,1,Churned/Inactive,102.75,Churn,0.00008,Low Value
6122-EFVKN,3G,24,5,Two year,Contractual (Stable),35.75,34.62,1,Active,858,Retain,0.00008,Low Value
1397-XKKWR,3G,7,3,One year,Contractual (Stable),35.3,37.83,1,Active,247.09999999999997,Retain,0.00008,Low Value
4881-JVQOD,3G,10,3,Month-to-month,At-Will (High Risk),34.55,36.26,2,Active,345.5,Retain,0.00008,Low Value
4307-KWMXE,3G,10,3,Month-to-month,At-Will (High Risk),35.75,38.98,1,Active,357.5,Retain,0.00008,Low Value
0191-EQUUH,3G,25,5,Two year,Contractual (Stable),35.05,33.78,1,Active,876.2499999999999,Retain,0.00008,Low Value
8158-WPEZG,3G,11,3,Month-to-month,At-Will (High Risk),35.65,38.65,1,Active,392.15,Retain,0.00008,Low Value
7634-WSWDB,3G,8,3,Month-to-month,At-Will (High Risk),38.5,41.35,2,Active,308,Retain,0.00008,Low Value
3307-TLCUD,3G,17,4,Month-to-month,At-Will (High Risk),34.4,34.87,1,Active,584.8,Retain,0.00008,Low Value
1430-SFQSA,3G,29,6,One year,Contractual (Stable),35.6,36.99,1,Active,1032.4,Retain,0.00008,Low Value
7384-GHBPI,3G,3,2,Month-to-month,At-Will (High Risk),35.15,33.25,2,Churned/Inactive,105.44999999999999,Churn,0.00008,Low Value
0305-SQECB,3G,11,3,One year,Contractual (Stable),36.05,36.60,1,Active,396.54999999999995,Retain,0.00008,Low Value
2361-FJWNO,3G,40,7,One year,Contractual (Stable),36,34.57,1,Active,1440,Retain,0.00008,Low Value
5701-GUXDC,3G,26,5,One year,Contractual (Stable),35.4,37.64,1,Active,920.4,Retain,0.00008,Low Value
8582-KRHPJ,3G,50,7,Month-to-month,At-Will (High Risk),35,35.65,1,Active,1750,Retain,0.00008,Low Value
6773-LQTVT,3G,29,6,Month-to-month,At-Will (High Risk),35.65,35.35,1,Active,1033.85,Retain,0.00008,Low Value
6240-EURKS,3G,18,4,Month-to-month,At-Will (High Risk),35,30.72,2,Churned/Inactive,630,Churn,0.00008,Low Value
4940-KHCWD,3G,60,8,Two year,Contractual (Stable),37.7,38.14,1,Active,2262,Retain,0.00008,Low Value
8066-POXGX,3G,13,4,Month-to-month,At-Will (High Risk),35.1,34.32,2,Churned/Inactive,456.3,Churn,0.00008,Low Value
4139-SUGLD,3G,31,6,Month-to-month,At-Will (High Risk),35.4,34.76,1,Churned/Inactive,1097.3999999999999,Churn,0.00008,Low Value
8727-XDPUD,3G,37,6,Two year,Contractual (Stable),35.8,35.59,2,Active,1324.6,Retain,0.00008,Low Value
3034-ZBEQN,3G,48,7,One year,Contractual (Stable),34.7,33.43,1,Churned/Inactive,1665.6000000000001,Churn,0.00008,Low Value
2073-QBVBI,3G,41,7,One year,Contractual (Stable),35.45,33.94,1,Active,1453.45,Retain,0.00008,Low Value
5697-GOMBF,3G,28,5,Month-to-month,At-Will (High Risk),35.9,34.77,2,Active,1005.1999999999999,Retain,0.00008,Low Value
9236-NDUCW,3G,21,5,Two year,Contractual (Stable),35.1,36.69,1,Active,737.1,Retain,0.00008,Low Value
3648-GZPHF,3G,32,6,One year,Contractual (Stable),36.25,35.97,1,Active,1160,Retain,0.00008,Low Value
8070-AAWZP,3G,24,5,Month-to-month,At-Will (High Risk),34.25,34.51,1,Active,822,Retain,0.00008,Low Value
4976-LNFVV,3G,19,4,Month-to-month,At-Will (High Risk),34.3,30.38,1,Active,651.6999999999999,Retain,0.00008,Low Value
5649-TJHOV,3G,27,5,Month-to-month,At-Will (High Risk),36.5,38.22,2,Churned/Inactive,985.5,Churn,0.00008,Low Value
3884-UEBXB,3G,67,9,Two year,Contractual (Stable),36.15,36.34,1,Active,2422.0499999999997,Retain,0.00008,Low Value
6119-SPUDB,3G,46,7,Two year,Contractual (Stable),38.25,38.16,1,Active,1759.5,Retain,0.00008,Low Value
4718-DHSMV,3G,11,3,Month-to-month,At-Will (High Risk),35.8,33.01,2,Active,393.79999999999995,Retain,0.00008,Low Value
2908-ZTPNF,3G,36,6,Month-to-month,At-Will (High Risk),34.85,35.20,1,Active,1254.6000000000001,Retain,0.00008,Low Value
8069-RHUXK,3G,67,9,Two year,Contractual (Stable),35.7,38.00,1,Active,2391.9,Retain,0.00008,Low Value
3472-OAOOR,3G,19,4,Month-to-month,At-Will (High Risk),34.95,32.12,1,Active,664.0500000000001,Retain,0.00008,Low Value
8741-LQOBK,3G,46,7,Month-to-month,At-Will (High Risk),35.05,35.22,1,Active,1612.3,Retain,0.00008,Low Value
4032-RMHCI,3G,41,7,One year,Contractual (Stable),35.4,34.45,1,Active,1451.3999999999999,Retain,0.00008,Low Value
7078-NVFAM,3G,32,6,Month-to-month,At-Will (High Risk),35.15,32.85,1,Active,1124.8,Retain,0.00008,Low Value
2144-ESWKO,3G,43,7,One year,Contractual (Stable),35.2,34.04,1,Active,1513.6000000000001,Retain,0.00008,Low Value
3739-YBWAB,3G,36,6,One year,Contractual (Stable),35.35,36.61,1,Active,1272.6000000000001,Retain,0.00008,Low Value
8046-DNVTL,3G,62,9,Two year,Contractual (Stable),38.6,37.83,1,Active,2393.2000000000003,Retain,0.00008,Low Value
4115-UMJFQ,3G,69,10,One year,Contractual (Stable),35.75,36.12,1,Active,2466.75,Retain,0.00008,Low Value
6481-LXPWL,3G,56,8,One year,Contractual (Stable),36.1,35.21,1,Active,2021.6000000000001,Retain,0.00008,Low Value
6598-KELSS,3G,50,7,One year,Contractual (Stable),43.05,44.16,2,Active,2152.5,Retain,0.00009,Low Value
7325-ENZFI,3G,39,6,One year,Contractual (Stable),40.3,41.81,1,Active,1571.6999999999998,Retain,0.00009,Low Value
8882-TLVRW,3G,69,10,Two year,Contractual (Stable),39.1,40.28,1,Active,2697.9,Retain,0.00009,Low Value
2606-PKWJB,3G,40,7,One year,Contractual (Stable),40.25,39.10,1,Active,1610,Retain,0.00009,Low Value
5125-CNDSP,3G,63,9,One year,Contractual (Stable),40.6,41.09,1,Active,2557.8,Retain,0.00009,Low Value
5640-CAXOA,3G,30,6,One year,Contractual (Stable),40.35,39.57,2,Active,1210.5,Retain,0.00009,Low Value
1153-GNOLC,3G,33,6,One year,Contractual (Stable),39.1,39.67,2,Active,1290.3,Retain,0.00009,Low Value
8807-ARQET,3G,41,7,Month-to-month,At-Will (High Risk),40.35,40.92,2,Active,1654.3500000000001,Retain,0.00009,Low Value
7795-CFOCW,3G,45,7,One year,Contractual (Stable),42.3,40.91,1,Active,1903.4999999999998,Retain,0.00009,Low Value
7665-NKLAV,3G,36,6,Two year,Contractual (Stable),40.65,42.98,1,Active,1463.3999999999999,Retain,0.00009,Low Value
8242-PDSGJ,3G,70,10,Two year,Contractual (Stable),39.15,38.47,1,Active,2740.5,Retain,0.00009,Low Value
8450-UYIBU,3G,35,6,Month-to-month,At-Will (High Risk),39.85,40.99,2,Active,1394.75,Retain,0.00009,Low Value
8644-XYTSV,3G,42,7,Month-to-month,At-Will (High Risk),40.15,38.72,2,Active,1686.3,Retain,0.00009,Low Value
7963-SHNDT,3G,52,8,Two year,Contractual (Stable),39.1,38.12,1,Active,2033.2,Retain,0.00009,Low Value
9667-EQRXU,3G,30,6,Month-to-month,At-Will (High Risk),40.3,39.10,2,Churned/Inactive,1209,Churn,0.00009,Low Value
3908-MKIMJ,3G,68,9,Two year,Contractual (Stable),41.95,43.61,1,Active,2852.6000000000004,Retain,0.00009,Low Value
0117-LFRMW,3G,37,6,Month-to-month,At-Will (High Risk),40.2,39.16,1,Churned/Inactive,1487.4,Churn,0.00009,Low Value
1929-ZCBHE,3G,47,7,One year,Contractual (Stable),40.3,38.19,1,Active,1894.1,Retain,0.00009,Low Value
6810-VCAEX,3G,47,7,One year,Contractual (Stable),39.65,38.27,1,Active,1863.55,Retain,0.00009,Low Value
8292-FRFZQ,3G,39,6,One year,Contractual (Stable),41.15,43.61,1,Active,1604.85,Retain,0.00009,Low Value
3933-DQPWX,3G,50,7,Two year,Contractual (Stable),39.7,38.66,1,Active,1985.0000000000002,Retain,0.00009,Low Value
8035-BUYVG,3G,40,7,One year,Contractual (Stable),42.35,42.91,1,Churned/Inactive,1694,Churn,0.00009,Low Value
9514-JDSKI,3G,1,1,Month-to-month,At-Will (High Risk),40.2,40.20,2,Churned/Inactive,40.2,Churn,0.00009,Low Value
4837-PZTIC,3G,47,7,Two year,Contractual (Stable),41.9,39.90,1,Active,1969.3,Retain,0.00009,Low Value
3893-JRNFS,3G,68,9,Month-to-month,At-Will (High Risk),39.9,41.12,2,Active,2713.2,Retain,0.00009,Low Value
7041-TXQJH,3G,37,6,Month-to-month,At-Will (High Risk),40.2,39.97,2,Active,1487.4,Retain,0.00009,Low Value
6967-PEJLL,3G,37,6,One year,Contractual (Stable),40.2,41.23,1,Active,1487.4,Retain,0.00009,Low Value
6114-TCFID,3G,29,5,One year,Contractual (Stable),39.5,37.34,1,Active,1145.5,Retain,0.00009,Low Value
1729-VLAZJ,3G,10,3,One year,Contractual (Stable),40.25,41.14,1,Active,402.5,Retain,0.00009,Low Value
7989-AWGEH,3G,49,7,Month-to-month,At-Will (High Risk),39.2,37.51,2,Active,1920.8000000000002,Retain,0.00009,Low Value
8722-NGNBH,3G,5,2,Month-to-month,At-Will (High Risk),40,44.69,1,Churned/Inactive,200,Churn,0.00009,Low Value
1862-SKORY,3G,40,7,Month-to-month,At-Will (High Risk),39.3,40.94,2,Churned/Inactive,1572,Churn,0.00009,Low Value
8745-PVESG,3G,57,8,One year,Contractual (Stable),41.1,39.62,1,Active,2342.7000000000003,Retain,0.00009,Low Value
9674-EHPPG,3G,46,7,Two year,Contractual (Stable),40.4,40.06,1,Active,1858.3999999999999,Retain,0.00009,Low Value
0623-IIHUG,3G,21,5,Month-to-month,At-Will (High Risk),41.9,40.00,2,Churned/Inactive,879.9,Churn,0.00009,Low Value
7758-UJWYS,3G,34,6,Two year,Contractual (Stable),40.55,39.00,2,Active,1378.6999999999998,Retain,0.00009,Low Value
9796-MVYXX,3G,14,4,Two year,Contractual (Stable),39.7,49.45,1,Active,555.8000000000001,Retain,0.00009,Low Value
7074-STDCN,3G,39,6,Month-to-month,At-Will (High Risk),40.6,38.32,2,Active,1583.4,Retain,0.00009,Low Value
0308-IVGOK,3G,11,3,One year,Contractual (Stable),40.4,38.42,1,Active,444.4,Retain,0.00009,Low Value
9839-ETQOE,3G,43,7,Month-to-month,At-Will (High Risk),40.45,44.48,1,Active,1739.3500000000001,Retain,0.00009,Low Value
0343-QLUZP,3G,60,8,Two year,Contractual (Stable),39.6,40.41,1,Active,2376,Retain,0.00009,Low Value
9754-CLVZW,3G,26,5,Month-to-month,At-Will (High Risk),38.85,39.43,1,Active,1010.1,Retain,0.00009,Low Value
7273-TEFQD,3G,3,2,Month-to-month,At-Will (High Risk),41.15,44.07,2,Churned/Inactive,123.44999999999999,Churn,0.00009,Low Value
2877-VDUER,3G,35,6,One year,Contractual (Stable),40.9,39.53,2,Active,1431.5,Retain,0.00009,Low Value
7881-EVUAD,3G,2,2,Month-to-month,At-Will (High Risk),42.6,36.20,2,Churned/Inactive,85.2,Churn,0.00009,Low Value
4628-CTTLA,3G,57,8,Month-to-month,At-Will (High Risk),39.3,37.04,2,Churned/Inactive,2240.1,Churn,0.00009,Low Value
4291-HYEBC,3G,28,5,One year,Contractual (Stable),39.1,39.16,2,Active,1094.8,Retain,0.00009,Low Value
8350-NYMVI,3G,39,6,Month-to-month,At-Will (High Risk),41.1,40.95,1,Active,1602.9,Retain,0.00009,Low Value
6702-OHFWR,3G,1,1,Month-to-month,At-Will (High Risk),43.3,43.30,2,Churned/Inactive,43.3,Churn,0.00009,Low Value
8319-QBEHW,3G,26,5,One year,Contractual (Stable),39.95,39.38,2,Active,1038.7,Retain,0.00009,Low Value
8779-QRDMV,3G,1,1,Month-to-month,At-Will (High Risk),39.65,39.65,2,Churned/Inactive,39.65,Churn,0.00009,Low Value
9074-KGVOX,3G,50,7,Month-to-month,At-Will (High Risk),39.45,40.43,2,Active,1972.5000000000002,Retain,0.00009,Low Value
5180-UCIIQ,3G,22,5,Month-to-month,At-Will (High Risk),40.05,40.01,2,Churned/Inactive,881.0999999999999,Churn,0.00009,Low Value
1530-ZTDOZ,3G,49,7,Month-to-month,At-Will (High Risk),40.65,42.26,2,Active,1991.85,Retain,0.00009,Low Value
0786-VSSUD,3G,16,4,Month-to-month,At-Will (High Risk),39,42.49,2,Churned/Inactive,624,Churn,0.00009,Low Value
9381-NDKME,3G,24,5,Month-to-month,At-Will (High Risk),40.65,38.89,2,Churned/Inactive,975.5999999999999,Churn,0.00009,Low Value
2162-FRZAA,3G,63,9,Two year,Contractual (Stable),39.35,38.02,1,Active,2479.05,Retain,0.00009,Low Value
2996-XAUVF,3G,70,10,Two year,Contractual (Stable),40.05,40.00,2,Active,2803.5,Retain,0.00009,Low Value
3891-NLXJB,3G,37,6,Two year,Contractual (Stable),40.55,37.59,1,Active,1500.35,Retain,0.00009,Low Value
2436-QBZFP,3G,22,5,Month-to-month,At-Will (High Risk),39.2,38.63,2,Active,862.4000000000001,Retain,0.00009,Low Value
0836-SEYLU,3G,9,3,Month-to-month,At-Will (High Risk),40.65,36.55,2,Churned/Inactive,365.84999999999997,Churn,0.00009,Low Value
1116-FRYVH,3G,48,7,Two year,Contractual (Stable),39.4,41.22,1,Active,1891.1999999999998,Retain,0.00009,Low Value
9495-REDIY,3G,25,5,One year,Contractual (Stable),40.65,38.82,2,Active,1016.25,Retain,0.00009,Low Value
7321-ZNSLA,3G,13,4,Two year,Contractual (Stable),40.55,45.41,1,Active,527.15,Retain,0.00009,Low Value
9026-LHEVG,3G,9,3,Month-to-month,At-Will (High Risk),40.75,39.93,2,Active,366.75,Retain,0.00009,Low Value
4905-JEFDW,3G,11,3,One year,Contractual (Stable),41.6,42.78,2,Churned/Inactive,457.6,Churn,0.00009,Low Value
4132-POCZS,3G,52,8,Month-to-month,At-Will (High Risk),39.9,38.86,2,Active,2074.7999999999997,Retain,0.00009,Low Value
5204-QZXPU,3G,19,4,Month-to-month,At-Will (High Risk),39.65,38.60,2,Churned/Inactive,753.35,Churn,0.00009,Low Value
5669-SRAIP,3G,5,2,Month-to-month,At-Will (High Risk),39.5,42.15,2,Churned/Inactive,197.5,Churn,0.00009,Low Value
5472-CVMDX,3G,68,9,Two year,Contractual (Stable),38.9,39.99,1,Active,2645.2,Retain,0.00009,Low Value
2778-OCLGR,3G,24,5,Month-to-month,At-Will (High Risk),39.1,40.47,2,Churned/Inactive,938.4000000000001,Churn,0.00009,Low Value
7880-XSOJX,3G,4,2,Month-to-month,At-Will (High Risk),42.4,36.60,1,Active,169.6,Retain,0.00009,Low Value
6537-QLGEX,3G,16,4,Month-to-month,At-Will (High Risk),38.9,41.52,2,Active,622.4,Retain,0.00009,Low Value
3665-JATSN,3G,19,4,Month-to-month,At-Will (High Risk),39.7,37.37,2,Active,754.3000000000001,Retain,0.00009,Low Value
8328-SKJNO,3G,23,5,One year,Contractual (Stable),40.65,41.19,1,Active,934.9499999999999,Retain,0.00009,Low Value
0056-EPFBG,3G,20,5,Two year,Contractual (Stable),39.4,41.27,1,Active,788,Retain,0.00009,Low Value
3635-JBPSG,3G,15,4,Two year,Contractual (Stable),38.8,40.20,2,Active,582,Retain,0.00009,Low Value
0979-MOZQI,3G,62,9,Two year,Contractual (Stable),39,37.70,2,Active,2418,Retain,0.00009,Low Value
6351-SCJKT,3G,3,2,Month-to-month,At-Will (High Risk),41.35,35.75,1,Active,124.05000000000001,Retain,0.00009,Low Value
8740-XLHDR,3G,5,2,Month-to-month,At-Will (High Risk),43.25,43.80,1,Churned/Inactive,216.25,Churn,0.00009,Low Value
6338-AVWCY,3G,3,2,Month-to-month,At-Will (High Risk),40.15,43.58,2,Churned/Inactive,120.44999999999999,Churn,0.00009,Low Value
7721-JXEAW,3G,59,8,Month-to-month,At-Will (High Risk),41.05,41.57,2,Churned/Inactive,2421.95,Churn,0.00009,Low Value
2187-LZGPL,3G,7,3,Month-to-month,At-Will (High Risk),40.1,41.90,2,Churned/Inactive,280.7,Churn,0.00009,Low Value
7587-RZNME,3G,3,2,Month-to-month,At-Will (High Risk),43.3,41.22,2,Churned/Inactive,129.89999999999998,Churn,0.00009,Low Value
7816-VGHTO,3G,6,2,Two year,Contractual (Stable),40.55,36.25,1,Active,243.29999999999998,Retain,0.00009,Low Value
8111-BKVDS,3G,10,3,Month-to-month,At-Will (High Risk),40.7,44.93,1,Active,407,Retain,0.00009,Low Value
5673-TIYIB,3G,2,1,Month-to-month,At-Will (High Risk),40.4,38.58,1,Churned/Inactive,80.8,Churn,0.00009,Low Value
0373-AIVNJ,3G,9,3,One year,Contractual (Stable),39.55,41.44,1,Active,355.95,Retain,0.00009,Low Value
0526-SXDJP,3G,72,10,Two year,Contractual (Stable),42.1,41.14,1,Active,3031.2000000000003,Retain,0.00009,Low Value
2335-GSODA,3G,23,5,Two year,Contractual (Stable),40.1,37.29,1,Active,922.3000000000001,Retain,0.00009,Low Value
4654-GGUII,3G,18,4,One year,Contractual (Stable),40.2,39.55,1,Active,723.6,Retain,0.00009,Low Value
5087-SUURX,3G,18,4,Month-to-month,At-Will (High Risk),39.05,37.21,2,Churned/Inactive,702.9,Churn,0.00009,Low Value
6959-UWKHF,3G,1,1,Month-to-month,At-Will (High Risk),42.9,42.90,2,Churned/Inactive,42.9,Churn,0.00009,Low Value
7734-DBOAI,3G,1,1,Month-to-month,At-Will (High Risk),40.1,40.10,2,Churned/Inactive,40.1,Churn,0.00009,Low Value
9505-SQFSW,3G,3,2,Month-to-month,At-Will (High Risk),40.3,30.83,2,Active,120.89999999999999,Retain,0.00009,Low Value
3748-FVMZZ,3G,4,2,Month-to-month,At-Will (High Risk),40.05,40.61,2,Active,160.2,Retain,0.00009,Low Value
4816-JBHOV,3G,2,2,Month-to-month,At-Will (High Risk),44.7,46.85,2,Churned/Inactive,89.4,Churn,0.00010,Low Value
3941-XTSKM,3G,42,7,One year,Contractual (Stable),45.1,48.79,2,Active,1894.2,Retain,0.00010,Low Value
4959-JOSRX,3G,2,2,Month-to-month,At-Will (High Risk),44.6,40.27,2,Churned/Inactive,89.2,Churn,0.00010,Low Value
8242-JSVBO,3G,7,3,Month-to-month,At-Will (High Risk),44.65,46.07,2,Active,312.55,Retain,0.00010,Low Value
8205-OTCHB,3G,22,5,One year,Contractual (Stable),43.75,41.07,2,Churned/Inactive,962.5,Churn,0.00010,Low Value
7396-VJUZB,3G,4,2,Month-to-month,At-Will (High Risk),45.25,38.84,2,Active,181,Retain,0.00010,Low Value
0128-MKWSG,3G,26,5,Month-to-month,At-Will (High Risk),45.8,44.12,2,Active,1190.8,Retain,0.00010,Low Value
2320-SLKMB,3G,26,5,Month-to-month,At-Will (High Risk),44.45,45.53,2,Active,1155.7,Retain,0.00010,Low Value
9588-OZDMQ,3G,2,2,Month-to-month,At-Will (High Risk),45,44.88,2,Active,90,Retain,0.00010,Low Value
2480-SQIOB,3G,4,2,Month-to-month,At-Will (High Risk),44.8,42.41,2,Active,179.2,Retain,0.00010,Low Value
4847-QNOKA,3G,1,1,Month-to-month,At-Will (High Risk),44.9,44.90,2,Churned/Inactive,44.9,Churn,0.00010,Low Value
8455-HIRAQ,3G,8,3,Month-to-month,At-Will (High Risk),44.45,46.16,2,Active,355.6,Retain,0.00010,Low Value
3808-HFKDE,3G,20,5,Month-to-month,At-Will (High Risk),44.35,46.36,2,Active,887,Retain,0.00010,Low Value
7377-DMMRI,3G,2,2,Month-to-month,At-Will (High Risk),47.8,46.23,2,Churned/Inactive,95.6,Churn,0.00010,Low Value
9244-ZVAPM,3G,1,1,Month-to-month,At-Will (High Risk),45.6,45.60,2,Active,45.6,Retain,0.00010,Low Value
5027-XWQHA,3G,6,3,Month-to-month,At-Will (High Risk),44.75,45.16,2,Churned/Inactive,268.5,Churn,0.00010,Low Value
1942-OQFRW,3G,1,1,Month-to-month,At-Will (High Risk),44,44.00,2,Active,44,Retain,0.00010,Low Value
7274-CGTOD,3G,62,9,Two year,Contractual (Stable),43.7,42.23,1,Active,2709.4,Retain,0.00010,Low Value
7754-IXRMC,3G,1,1,Month-to-month,At-Will (High Risk),45.35,45.35,2,Active,45.35,Retain,0.00010,Low Value
0374-IOEGQ,3G,3,2,Month-to-month,At-Will (High Risk),44.6,40.90,2,Active,133.8,Retain,0.00010,Low Value
1685-VAYJF,3G,11,3,Month-to-month,At-Will (High Risk),45.2,44.73,2,Active,497.20000000000005,Retain,0.00010,Low Value
4544-RXFMG,3G,8,3,One year,Contractual (Stable),43.45,43.19,2,Active,347.6,Retain,0.00010,Low Value
8180-AKMJV,3G,1,1,Month-to-month,At-Will (High Risk),44.55,44.55,2,Active,44.55,Retain,0.00010,Low Value
9139-TWBAS,3G,26,5,One year,Contractual (Stable),47.85,45.79,2,Active,1244.1000000000001,Retain,0.00010,Low Value
6595-COKXZ,3G,1,1,Month-to-month,At-Will (High Risk),44.45,44.45,2,Churned/Inactive,44.45,Churn,0.00010,Low Value
2495-INZWQ,3G,4,2,Month-to-month,At-Will (High Risk),44.55,43.58,3,Churned/Inactive,178.2,Churn,0.00010,Low Value
5133-POWUA,3G,1,1,Month-to-month,At-Will (High Risk),45.8,45.80,2,Active,45.8,Retain,0.00010,Low Value
1767-TGTKO,3G,8,3,Month-to-month,At-Will (High Risk),45.45,51.47,2,Active,363.6,Retain,0.00010,Low Value
0749-IRGQE,3G,13,4,Month-to-month,At-Will (High Risk),45.3,40.65,3,Active,588.9,Retain,0.00010,Low Value
6817-WTYHE,3G,2,2,Month-to-month,At-Will (High Risk),44.9,55.52,2,Active,89.8,Retain,0.00010,Low Value
7825-GKXMW,3G,1,1,Month-to-month,At-Will (High Risk),45.8,45.80,2,Churned/Inactive,45.8,Churn,0.00010,Low Value
6145-NNPNO,3G,1,1,Month-to-month,At-Will (High Risk),44.15,44.15,2,Active,44.15,Retain,0.00010,Low Value
9214-EKVXR,3G,1,1,Month-to-month,At-Will (High Risk),44,44.00,2,Active,44,Retain,0.00010,Low Value
4825-XJGDM,3G,61,9,One year,Contractual (Stable),43.7,44.21,1,Active,2665.7000000000003,Retain,0.00010,Low Value
4361-JEIVL,3G,1,1,Month-to-month,At-Will (High Risk),44.4,44.40,2,Churned/Inactive,44.4,Churn,0.00010,Low Value
9117-SHLZX,3G,1,1,Month-to-month,At-Will (High Risk),45.7,45.70,2,Churned/Inactive,45.7,Churn,0.00010,Low Value
